,movieId,title,directors,writers,stars,year,certificate,length (min),Storyline,languages,Oscars,genres,popularity,Rating
4937,7701,Look Who's Talking Too ,['amy_heckerling'],"['amy_heckerling', 'neal_israel']","['john_travolta', 'kirstie_alley', 'olympia_dukakis']",1990,PG-13,81,"This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",['English'],,"['Comedy', 'Romance']",popular,Low_rated
4938,7705,Pat and Mike ,['george_cukor'],"['ruth_gordon', 'garson_kanin']","['spencer_tracy', 'katharine_hepburn', 'aldo_ray']",1952,Not Rated,95,Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.,['English'],Nominated,"['Comedy', 'Romance']",unpopular,High_rated
4939,7713,Cat People ,['jacques_tourneur'],['dewitt_bodeen'],"['simone_simon', 'tom_conway', 'kent_smith']",1942,Not Rated,73,An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,"['English ', ' Czech ', ' Serbian']",,"['Drama', 'Horror', 'Romance', 'Thriller']",popular,High_rated
4940,7706,Animal Crackers ,['victor_heerman'],"['george_s._kaufman', 'morrie_ryskind', 'bert_kalmar']","['groucho_marx', 'harpo_marx', 'chico_marx']",1930,G,97,Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,['English'],,"['Comedy', 'Musical']",unpopular,High_rated
4941,7708,Bedazzled ,['stanley_donen'],"['peter_cook', 'dudley_moore']","['peter_cook', 'dudley_moore', 'eleanor_bron']",1967,Approved,103,"A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",['English'],,"['Comedy', 'Fantasy']",unpopular,High_rated
4942,7707,"He Said, She Said ","['ken_kwapis', 'marisa_silver']",['brian_hohlfeld'],"['kevin_bacon', 'elizabeth_perkins', 'nathan_lane']",1991,PG-13,115,"TV viewers love seeing the two reporters with opposing views on the show ""He Said, She Said"". Womanizer Dan and Lorie fall for each other. Love?",['English'],,"['Comedy', 'Drama', 'Romance']",unpopular,Low_rated
4943,7714,Camelot ,['joshua_logan'],"['alan_jay_lerner', 't.h._white']","['richard_harris', 'vanessa_redgrave', 'franco_nero']",1967,G,179,"The story of the marriage of England's King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere's growing attachment to Sir Lancelot, threaten to topple Ar... Read all",['English'],Won,"['Drama', 'Musical', 'Romance']",unpopular,Low_rated
4944,7720,The Four Musketeers,['richard_lester'],"['george_macdonald_fraser', 'alexandre_dumas']","['michael_york', 'raquel_welch', 'oliver_reed']",1974,PG,108,The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.,['English'],Nominated,"['Action', 'Adventure', 'Comedy', 'Romance']",unpopular,High_rated
4945,7716,The Lonely Guy,['arthur_hiller'],"['ed._weinberger', 'stan_daniels', 'neil_simon']","['steve_martin', 'charles_grodin', 'judith_ivey']",1984,R,90,A writer for a greeting card company discovers the struggles and tribulations of living alone after breaking up with his unfaithful girlfriend.,['English'],,['Comedy'],unpopular,Low_rated
4946,7730,Matinee ,['joe_dante'],"['charles_s._haas', 'jerico_stone']","['john_goodman', 'cathy_moriarty', 'simon_fenton']",1993,PG,99,The teenage son of a navy sailor newly stationed in Key West gets some excitement with his friends when a small-time film producer comes to town to premiere a kitschy horror film during the ... Read all,['English'],,"['Comedy', 'Drama']",unpopular,High_rated
4947,7742,Baxter ,['jérôme_boivin'],"['jacques_audiard', 'jérôme_boivin', 'ken_greenhall']","['lise_delamare', 'jean_mercure', 'jacques_spiesser']",1989,R,82,"A white bull terrier named Baxter is given to an elderly woman by her daughter. As time passes, the dog develops aggressive and murderous behavior in order to be adopted by another family.",['French'],,"['Drama', 'Horror']",unpopular,High_rated
4948,7727,Protocol ,['herbert_ross'],"['buck_henry', 'charles_shyer', 'nancy_meyers']","['goldie_hawn', 'chris_sarandon', 'richard_romanus']",1984,PG,96,A woman (Goldie Hawn) saves life of Emir of Ohtar (Richard Romanus) in Washington.,['English'],,['Comedy'],unpopular,Low_rated
4949,7743,Explorers ,['joe_dante'],['eric_luke'],"['ethan_hawke', 'river_phoenix', 'bobby_fite']",1985,PG,109,"A boy obsessed with '50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it... Read all","['English ', ' German']",,"['Adventure', 'Children', 'Sci-Fi']",popular,Low_rated
4950,7728,The Postman Always Rings Twice,['tay_garnett'],"['harry_ruskin', 'niven_busch', 'james_m._cain']","['lana_turner', 'john_garfield', 'cecil_kellaway']",1946,Passed,113,A married woman and a drifter fall in love and then plot to murder her husband.,['English'],,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",unpopular,High_rated
4951,7748,Pierrot le fou ,['jean-luc_godard'],"['rémo_forlani', 'jean-luc_godard', 'lionel_white']","['jean-paul_belmondo', 'anna_karina', 'graziella_galvani']",1965,Not Rated,110,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.","['French ', ' English ', ' Italian']",,"['Crime', 'Drama']",popular,High_rated
4952,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) ",['anh_hung_tran'],['anh_hung_tran'],"['nu_yên-khê_tran', 'man_san_lu', 'thi_loc_truong']",1993,Not Rated,104,"A Vietnamese servant girl, Mui, observes lives within two different Saigon families: the first, a woman textile seller with three boys and a frequently absent husband; the second, a handsome... Read all",['Vietnamese'],Nominated,['Drama'],unpopular,High_rated
4953,7756,Alexander Nevsky (Aleksandr Nevskiy) ,"['sergei_eisenstein', 'dmitriy_vasilev']","['sergei_eisenstein', 'pyotr_pavlenko']","['nikolay_cherkasov', 'nikolai_okhlopkov', 'andrei_abrikosov']",1938,Not Rated,112,The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.,['Russian'],,"['Action', 'Drama', 'War']",unpopular,High_rated
4954,7753,Tuesdays with Morrie ,['mick_jackson'],"['thomas_rickman', 'mitch_albom']","['jack_lemmon', 'hank_azaria', 'wendy_moniz']",1999,TV-G,89,"A journalist finds himself questioning his own life when his best friend, a dying man, offers him some very powerful wisdom and advice for coping in relationships, careers and society.",['English'],,['Drama'],unpopular,High_rated
4955,7749,Weekend (a.k.a. Le Week-end) (Week End) ,['jean-luc_godard'],"['julio_cortázar', 'jean-luc_godard']","['mireille_darc', 'jean_yanne', 'jean-pierre_kalfon']",1967,Not Rated,105,A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.,['French'],,['Drama'],unpopular,High_rated
4956,7762,"Tinker, Tailor, Soldier, Spy ",[],[],"['alec_guinness', 'michael_jayston', 'anthony_bate']",1979,TV-14,290,"In the bleak days of the Cold War, espionage veteran George Smiley is forced out of semi-retirement to uncover a Soviet agent within MI6's echelons.","['English ', ' Czech ', ' Russian']",,"['Drama', 'Thriller']",unpopular,High_rated
4957,7766,Throne of Blood (Kumonosu jô) ,['akira_kurosawa'],"['hideo_oguni', 'shinobu_hashimoto', 'ryûzô_kikushima']","['toshirô_mifune', 'minoru_chiaki', 'isuzu_yamada']",1957,Not Rated,110,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",['Japanese'],,"['Action', 'Drama', 'Thriller', 'War']",popular,High_rated
4958,7781,Twister ,['michael_almereyda'],"['mary_robison', 'michael_almereyda']","['harry_dean_stanton', 'suzy_amis', 'crispin_glover']",1989,PG-13,93,"Delusional and spoiled Maureen and her eccentric brother Howdy decide to track down and meet their estranged mother, all while the drama of dysfunctional relationships, disastrous weather co... Read all",['English'],,['Comedy'],unpopular,Low_rated
4959,7757,Jason and the Argonauts ,['don_chaffey'],"['jan_read', 'beverley_cross', 'apollonios_rhodios']","['todd_armstrong', 'nancy_kovack', 'gary_raymond']",1963,G,104,The legendary Greek hero leads a team of intrepid adventurers in a perilous quest for the legendary Golden Fleece.,['English'],,"['Action', 'Adventure', 'Fantasy']",popular,High_rated
4960,7773,"Bang, Bang, You're Dead ",['guy_ferland'],['william_mastrosimone'],"['tom_cavanagh', 'ben_foster', 'randy_harrison']",2002,R,93,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",['English'],,['Drama'],unpopular,High_rated
4961,7772,Undercurrent ,['vincente_minnelli'],"['edward_chodorov', 'thelma_strabel', 'george_oppenheimer']","['katharine_hepburn', 'robert_taylor', 'robert_mitchum']",1946,Passed,116,Middle-aged bride Ann Hamilton soon begins to suspect that her charming husband is really a psychotic who plans to murder her.,"['English ', ' German']",,"['Film-Noir', 'Thriller']",unpopular,Low_rated
4962,7767,"Best of Youth, The (La meglio gioventù) ",['marco_tullio_giordana'],"['sandro_petraglia', 'stefano_rulli']","['luigi_lo_cascio', 'alessio_boni', 'jasmine_trinca']",2003,R,374,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,"['Italian ', ' English ', ' Norwegian']",,['Drama'],unpopular,High_rated
4963,7786,Genghis Blues ,['roko_belic'],['roko_belic'],"['richard_feynman', 'b.b._king', 'kongar-ol_ondar']",1999,Not Rated,88,"San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva.","['English ', ' Tuvinian']",Nominated,['Documentary'],unpopular,High_rated
4964,7789,"11'09""01 - September 11 ","['alejandro_gonzález_iñárritu', 'youssef_chahine', 'amos_gitai']","['alain_brigand', 'alain_brigand', 'youssef_chahine']","['maryam_karimi', 'mohamad_dolati', 'agelem_habibi']",2002,Unrated,134,The effects of the 9/11 terrorist attacks are told from different points of view around the world.,"['English ', ' Spanish ', ' French ', ' Arabic ', ' Hebrew ', ' Persian ', ' French Sign Language ', ' Japanese']",,['Drama'],unpopular,High_rated
4965,7792,The Parallax View,['alan_j._pakula'],"['david_giler', 'lorenzo_semple_jr.', 'loren_singer']","['warren_beatty', 'paula_prentiss', 'william_daniels']",1974,R,102,An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every even... Read all,['English'],,['Thriller'],unpopular,High_rated
4966,7802,The Warriors,['walter_hill'],"['sol_yurick', 'david_shaber', 'walter_hill']","['michael_beck', 'james_remar', 'dorsey_wright']",1979,R,93,A street gang known as The Warriors must fight their way from the Bronx to their home turf on Coney Island when they are falsely accused of assassinating a respected gang leader.,['English'],,"['Action', 'Adventure', 'Crime', 'Thriller']",popular,High_rated
4967,7782,Sniper ,['luis_llosa'],"['michael_frost_beckner', 'crash_leyland']","['tom_berenger', 'billy_zane', 'j.t._walsh']",1993,R,98,A veteran US Marine sniper is partnered with a rookie sniper as his spotter to take out a politician and a rebel leader in the jungles of Panama.,"['English ', ' Spanish']",,"['Action', 'Drama']",popular,Low_rated
4968,7810,Babylon 5: A Call to Arms ,['michael_vejar'],['j._michael_straczynski'],"['bruce_boxleitner', 'jerry_doyle', 'jeff_conaway']",1999,TV-PG,94,"The Drakh, allies of the Shadows, seek revenge against humanity after the Second Shadow War.",['English'],,"['Adventure', 'Sci-Fi']",unpopular,High_rated
4969,7815,True Stories ,['david_byrne'],"['stephen_tobolowsky', 'beth_henley', 'david_byrne']","['david_byrne', 'john_goodman', 'annie_mcenroe']",1986,PG,89,"A small but growing Texas town, filled with strange and musical characters, celebrates its sesquicentennial and converge on a local parade and talent show.",['English'],,"['Comedy', 'Musical']",unpopular,High_rated
4970,7812,Babylon 5: Thirdspace ,['jesús_salvador_treviño'],['j._michael_straczynski'],"['bruce_boxleitner', 'claudia_christian', 'mira_furlan']",1998,,94,The crew of Babylon 5 discover an ancient artifact floating in hyperspace.,['English'],,"['Drama', 'Sci-Fi']",unpopular,High_rated
4971,7820,"Virgin Spring, The (Jungfrukällan) ",['ingmar_bergman'],['ulla_isaksson'],"['max_von_sydow', 'birgitta_valberg', 'gunnel_lindblom']",1960,Not Rated,89,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from ev... Read all","['Swedish ', ' German']",Won,"['Crime', 'Drama']",popular,High_rated
4972,7811,Babylon 5: The River of Souls ,['janet_greek'],['j._michael_straczynski'],"['jerry_doyle', 'tracy_scoggins', 'jeff_conaway']",1998,,94,A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,['English'],,"['Drama', 'Sci-Fi']",unpopular,Low_rated
4973,7822,Mogambo ,['john_ford'],"['john_lee_mahin', 'wilson_collison']","['clark_gable', 'grace_kelly', 'ava_gardner']",1953,Passed,116,"On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda.",['English'],Nominated,"['Adventure', 'Drama', 'Romance']",unpopular,Low_rated
4974,7826,The Secret Life of Walter Mitty,['norman_z._mcleod'],"['ken_englund', 'everett_freeman', 'james_thurber']","['danny_kaye', 'virginia_mayo', 'boris_karloff']",1947,Approved,110,A clumsy daydreamer gets caught up in a sinister conspiracy.,"['English ', ' French ', ' German']",,"['Comedy', 'Romance', 'Thriller']",unpopular,High_rated
4975,7831,Another Thin Man ,['w.s._van_dyke'],"['frances_goodrich', 'albert_hackett', 'dashiell_hammett']","['william_powell', 'myrna_loy', 'virginia_grey']",1939,Passed,103,An explosives manufacturer suspects a young man is out to kill him. He calls in new parents Nick and Nora to sort things out.,"['English ', ' Spanish']",,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",unpopular,High_rated
4976,7833,Shadow of the Thin Man ,['w.s._van_dyke'],"['irving_brecher', 'harry_kurnitz', 'dashiell_hammett']","['william_powell', 'myrna_loy', 'barry_nelson']",1941,Passed,97,A jockey has been shot dead at the race track. Famous detective Nick Charles and his wife Nora happen to be on the scene and Lt. Abrahams asks for Nick's expert help.,['English'],,"['Comedy', 'Crime', 'Mystery']",unpopular,High_rated
4977,7834,After the Thin Man ,['w.s._van_dyke'],"['frances_goodrich', 'albert_hackett', 'dashiell_hammett']","['william_powell', 'myrna_loy', 'james_stewart']",1936,Passed,112,"Private detective Nick Charles and his wealthy wife Nora are back home at last and hoping for a quiet New Year when there is a murder. The obvious suspect is his wife, Nora's cousin, Selma.",['English'],Nominated,"['Comedy', 'Crime', 'Mystery', 'Romance']",unpopular,High_rated
4978,7832,The Thin Man Goes Home,['richard_thorpe'],"['robert_riskin', 'dwight_taylor', 'harry_kurnitz']","['william_powell', 'myrna_loy', 'lucile_watson']",1944,Approved,100,"Nick and Nora head to Nick's hometown of Sycamore Springs to spend some time with his parents. His father, a prominent local physician, was always a bit disappointed with Nick's choice of pr... Read all",['English'],,"['Comedy', 'Crime', 'Mystery']",unpopular,High_rated
4979,7842,Dune ,[],[],"['william_hurt', 'alec_newman', 'giancarlo_giannini']",2000,Not Rated,265,"A three-part miniseries on politics, betrayal, lust, greed and the coming of a Messiah. Based on Frank Herbert's classic science fiction novel.","['English ', ' Italian']",,"['Drama', 'Fantasy', 'Sci-Fi']",popular,High_rated
4980,7839,Love Crazy ,['jack_conway'],"['william_ludwig', 'charles_lederer', 'david_hertz']","['william_powell', 'myrna_loy', 'gail_patrick']",1941,Passed,99,"A wife suspecting infidelity starts divorce proceedings, so the husband pretends to be insane in order to delay the divorce and clear up the misunderstanding.",['English'],,['Comedy'],unpopular,High_rated
4981,7835,Song of the Thin Man ,['edward_buzzell'],"['steve_fisher', 'nat_perrin', ""james_o'hanlon""]","['william_powell', 'myrna_loy', 'keenan_wynn']",1947,Not Rated,86,Nick and Nora Charles are on a gambling boat when someone is murdered. The two main suspects are at large and come to Nick for help. Nick turns them in to the police but then sets out to fig... Read all,['English'],,"['Comedy', 'Crime', 'Drama', 'Musical', 'Mystery', 'Romance']",unpopular,High_rated
4982,7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) ",['corey_yuen'],"['kin_chung_chan', 'susan_godfrey', 'jeffrey_lau']","['jet_li', 'josephine_siao', 'michelle_reis']",1993,R,100,This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. O... Read all,['Cantonese'],,"['Action', 'Comedy']",unpopular,High_rated
4983,7843,Lammbock ,['christian_zübert'],['christian_zübert'],"['lucas_gregorowicz', 'moritz_bleibtreu', 'marie_zielcke']",2001,Not Rated,93,"Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with aphids.",['German'],,['Comedy'],unpopular,High_rated
4984,7841,Children of Dune ,[],[],"['alec_newman', 'daniela_amavia', 'james_mcavoy']",2003,Unrated,266,"The twins of Paul ""Muad'dib"" Atreides become embroiled in the political landscape of Arrakis (""Dune"") and the rest of the universe.","['English ', ' French']",,"['Fantasy', 'Sci-Fi']",unpopular,High_rated
4985,7845,Tremors II: Aftershocks ,['s.s._wilson'],"['brent_maddock', 's.s._wilson', 'ron_underwood']","['fred_ward', 'chris_gartin', 'helen_shaver']",1996,PG-13,100,"Earl Bassett, now a washed-up ex-celebrity, is hired by a Mexican oil company to eradicate a Graboid epidemic that's killing more people each day. However, the humans aren't the only one wit... Read all","['English ', ' Spanish']",,"['Comedy', 'Horror', 'Sci-Fi']",popular,Low_rated
4986,7840,Gunga Din ,['george_stevens'],"['joel_sayre', 'fred_guiol', 'ben_hecht']","['cary_grant', 'joan_fontaine', 'victor_mclaglen']",1939,Approved,117,"In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.",['English'],,"['Adventure', 'Comedy', 'War']",unpopular,High_rated
4987,7846,Tremors 3: Back to Perfection ,['brent_maddock'],"['s.s._wilson', 'brent_maddock', 'nancy_roberts']","['michael_gross', 'shawn_christian', 'susan_chuang']",2001,PG,104,"The now famous Burt Gummer returns to his hometown of Perfection, Nevada for the first time in years, but the deadliest Graboid evolution yet forces him to save the town he swore to protect.","['English ', ' Spanish']",,"['Comedy', 'Horror', 'Sci-Fi']",unpopular,Low_rated
4988,7879,Notorious C.H.O. ,['lorene_machado'],['margaret_cho'],['margaret_cho'],2002,,95,"A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues.",['English'],,['Comedy'],unpopular,High_rated
4989,7882,The Plague of the Zombies ,['john_gilling'],['peter_bryan'],"['andré_morell', 'diane_clare', 'brook_williams']",1966,Approved,90,"During a mysterious epidemic in a small Cornish village, the local doctor summons his professor friend for help.",['English'],,['Horror'],unpopular,Low_rated
4990,7883,I Walked with a Zombie ,['jacques_tourneur'],"['curt_siodmak', 'ardel_wray', 'inez_wallace']","['frances_dee', 'tom_conway', 'james_ellison']",1943,Passed,69,"A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.",['English'],,"['Drama', 'Horror']",unpopular,High_rated
4991,7889,Pat Garrett and Billy the Kid ,['sam_peckinpah'],['rudy_wurlitzer'],"['james_coburn', 'kris_kristofferson', 'richard_jaeckel']",1973,R,122,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,['English'],,['Western'],unpopular,High_rated
4992,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') ","['ubaldo_ragona', 'sidney_salkow']","['richard_matheson', 'william_f._leicester', 'furio_m._monetti']","['vincent_price', 'franca_bettoia', 'emma_danieli']",1964,Not Rated,86,"When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.","['English ', ' Italian']",,"['Drama', 'Horror', 'Sci-Fi']",unpopular,High_rated
4993,7895,Bring Me the Head of Alfredo Garcia ,['sam_peckinpah'],"['gordon_t._dawson', 'sam_peckinpah', 'frank_kowalski']","['warren_oates', 'isela_vega', 'robert_webber']",1974,R,112,An American barroom pianist and his prostitute girlfriend go on a trip through the Mexican underworld to collect the bounty on the head of a dead gigolo.,"['English ', ' Spanish ', ' Latin']",,"['Crime', 'Drama', 'Thriller']",unpopular,High_rated
4994,7896,Ride the High Country ,['sam_peckinpah'],"['n.b._stone_jr.', 'sam_peckinpah', 'william_roberts']","['joel_mccrea', 'randolph_scott', 'mariette_hartley']",1962,Approved,94,An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross... Read all,"['English ', ' Chinese']",,"['Adventure', 'Drama', 'Western']",unpopular,High_rated
4995,7894,"Duck, You Sucker ",['sergio_leone'],"['sergio_leone', 'sergio_donati', 'luciano_vincenzoni']","['rod_steiger', 'james_coburn', 'romolo_valli']",1971,PG,138,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,"['English ', ' Italian ', ' Spanish']",,"['Action', 'Western']",popular,High_rated
4996,7888,How to Succeed in Business Without Really Trying ,['david_swift'],"['abe_burrows', 'jack_weinstock', 'willie_gilbert']","['robert_morse', 'michele_lee', 'rudy_vallee']",1967,Approved,121,"Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder.",['English'],,"['Comedy', 'Musical']",unpopular,High_rated
4997,7884,Highway 61 ,['bruce_mcdonald'],"['allan_magee', 'bruce_mcdonald', 'don_mckellar']","['don_mckellar', 'valerie_buhagiar', 'earl_pastko']",1991,R,102,A small-town barber goes on a road trip from Thunder Bay to New Orleans with an unpredictable woman and a coffin.,['English'],,['Comedy'],unpopular,High_rated
4998,7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) ,['jimmy_wang_yu'],['jimmy_wang_yu'],"['jimmy_wang_yu', 'tien_wu_chu', 'kang_chin']",1976,R,81,"After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed m... Read all",['Mandarin'],,['Action'],unpopular,High_rated
4999,7900,Frankenstein Must Be Destroyed ,['terence_fisher'],"['bert_batt', 'anthony_nelson_keys', 'mary_shelley']","['peter_cushing', 'veronica_carlson', 'freddie_jones']",1969,PG-13,101,"Baron Frankenstein, with the aid of a young doctor and his fiancée, kidnaps the mentally sick Dr. Brandt in order to perform the first brain transplant operation.",['English'],,"['Drama', 'Horror', 'Sci-Fi']",unpopular,High_rated
5000,7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) ",['akira_kurosawa'],"['ryûzô_kikushima', 'hideo_oguni', 'shinobu_hashimoto']","['toshirô_mifune', 'misa_uehara', 'minoru_chiaki']",1958,Not Rated,126,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",['Japanese'],,"['Action', 'Adventure']",popular,High_rated
5001,7926,High and Low (Tengoku to jigoku) ,['akira_kurosawa'],"['hideo_oguni', 'ryûzô_kikushima', 'eijirô_hisaita']","['toshirô_mifune', 'yutaka_sada', 'tatsuya_nakadai']",1963,Not Rated,143,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,['Japanese'],,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",popular,High_rated
5002,7920,Desperate Living ,['john_waters'],['john_waters'],"['liz_renay', 'mink_stole', 'susan_lowe']",1977,X,90,"A neurotic society woman murders her husband with her maid's help; on the lam, they escape to Mortville, a homeless community ruled by a fascist queen.",['English'],,"['Comedy', 'Crime']",unpopular,High_rated
5003,7932,Dark Days ,['marc_singer'],[],['marc_singer'],2000,Not Rated,82,A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,['English'],,['Documentary'],unpopular,High_rated
5004,7916,Gidget ,['paul_wendkos'],"['gabrielle_upton', 'frederick_kohner']","['sandra_dee', 'james_darren', 'cliff_robertson']",1959,Not Rated,95,A young girl discovers surfing and love (in that order) during one transitive summer.,['English'],,['Comedy'],unpopular,Low_rated
5005,7924,Stray Dog (Nora inu) ,['akira_kurosawa'],"['ryûzô_kikushima', 'akira_kurosawa']","['toshirô_mifune', 'takashi_shimura', 'keiko_awaji']",1949,Not Rated,122,"During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol.","['Japanese ', ' French']",,"['Drama', 'Film-Noir', 'Thriller']",unpopular,High_rated
5006,7934,Zelig ,['woody_allen'],['woody_allen'],"['woody_allen', 'mia_farrow', 'patrick_horgan']",1983,PG,79,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.","['English ', ' German']",Nominated,['Comedy'],popular,High_rated
5007,7930,The People Under the Stairs,['wes_craven'],['wes_craven'],"['brandon_quintin_adams', 'everett_mcgill', 'wendy_robie']",1991,R,102,"Two adults and a juvenile break into a house occupied by a brother and sister and their stolen children. There, they must fight for their lives.","['English ', ' Spanish']",,"['Horror', 'Mystery', 'Thriller']",popular,Low_rated
5008,7937,"Silence, The (Tystnaden) ",['ingmar_bergman'],['ingmar_bergman'],"['ingrid_thulin', 'gunnel_lindblom', 'birger_malmsten']",1963,R,96,"Two estranged sisters, Ester and Anna, and Anna's 10-year-old son travel to the Central European country on the verge of war. Ester becomes seriously ill and the three of them move into a ho... Read all","['Swedish ', ' English ', ' German ', ' French ', ' Spanish']",,['Drama'],unpopular,High_rated
5009,7938,Winter Light (Nattvardsgästerna) ,['ingmar_bergman'],['ingmar_bergman'],"['ingrid_thulin', 'gunnar_björnstrand', 'gunnel_lindblom']",1963,Not Rated,81,A small-town priest struggles with his faith.,['Swedish'],,['Drama'],popular,High_rated
5010,7936,Shame (Skammen) ,['ingmar_bergman'],['ingmar_bergman'],"['liv_ullmann', 'max_von_sydow', 'sigge_fürst']",1968,R,103,"In the midst of a civil war, former violinists Jan and Eva Rosenberg, who have a tempestuous marriage, run a farm on a rural island. In spite of their best efforts to escape their homeland, ... Read all",['Swedish'],,"['Drama', 'War']",unpopular,High_rated
5011,7943,The Killers,['robert_siodmak'],"['anthony_veiller', 'ernest_hemingway', 'john_huston']","['burt_lancaster', 'ava_gardner', ""edmond_o'brien""]",1946,Passed,103,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.",['English'],Nominated,"['Crime', 'Film-Noir']",unpopular,High_rated
5012,7944,The Night of the Iguana,['john_huston'],"['tennessee_williams', 'anthony_veiller', 'john_huston']","['richard_burton', 'ava_gardner', 'deborah_kerr']",1964,Approved,125,An ostracized Episcopal clergyman leads a busload of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.,"['English ', ' Spanish']",Won,"['Drama', 'Thriller']",unpopular,High_rated
5013,7939,Through a Glass Darkly (Såsom i en spegel) ,['ingmar_bergman'],['ingmar_bergman'],"['harriet_andersson', 'gunnar_björnstrand', 'max_von_sydow']",1961,Not Rated,90,"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by G... Read all","['Swedish ', ' Latin']",Won,['Drama'],popular,High_rated
5014,7976,Ken Park ,"['larry_clark', 'edward_lachman']","['harmony_korine', 'larry_clark']","['adam_chubbuck', 'james_bullard', 'seth_gray']",2002,Not Rated,93,Ken Park is about several Californian skateboarders' lives and relationships with and without their parents.,['English'],,['Drama'],popular,Low_rated
5015,7951,Nightbreed ,['clive_barker'],['clive_barker'],"['craig_sheffer', 'david_cronenberg', 'anne_bobby']",1990,R,102,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",['English'],,"['Fantasy', 'Horror']",popular,Low_rated
5016,7940,The Magician ,['ingmar_bergman'],['ingmar_bergman'],"['max_von_sydow', 'ingrid_thulin', 'gunnar_björnstrand']",1958,Not Rated,101,"A traveling magician and his assistants are persecuted by authorities in Sweden of the 19th century. Their capture, however, didn't bring victory to those in power.",['Swedish'],,['Drama'],unpopular,High_rated
